index,case-name,Porosity,Eff. Porosity,K(x)[D],K(y)[D],K(z)[D],M. time[s],S. Time[s]
3048,3086.0,0.116831111,0.117232763,3.2104,4.3756,2.425,84.0,25.0
3049,3087.0,0.131198815,0.131766777,3.3575,1.2471,3.0079,92.0,24.0
3050,3088.0,0.155519111,0.155645286,1.2206,1.2638,1.2612,85.0,26.0
3051,3089.0,0.17554755600000002,0.175134815,38.183,4.553,0.3832,83.0,26.0
3052,3090.0,0.23205037,0.23194634100000003,24.0089,22.1442,24.7394,103.0,39.0
3053,3091.0,0.182049185,0.18070949,1.4482,1.6084,26.8139,106.0,28.0
3054,3092.0,0.113797926,0.11159035,1.7087,0.7324,17.3267,80.0,23.0
3055,3093.0,0.064328,0.056785774000000004,0.006,0.2704,0.33899999999999997,60.0,17.0
3056,3094.0,0.099219259,0.097297729,1.2744,0.4767,0.7736,99.0,25.0
3058,3096.0,0.189491259,0.18738588899999997,2.126,10.6488,2.5568,134.0,33.0
3060,3098.0,0.093505481,0.084928534,6.0377,0.5948,0.0,66.0,15.0
3062,3100.0,0.089792296,0.082064837,0.0,0.2707,0.0897,44.0,10.0
3063,3101.0,0.10337037,0.103698921,0.2128,0.3003,1.149,95.0,22.0
3064,3102.0,0.106577481,0.10740749599999999,0.0481,7.9802,2.7223,100.0,24.0
3065,3103.0,0.120821926,0.121261218,1.1571,7.6976,4.5235,107.0,25.0
3066,3104.0,0.10122637,0.10038076300000001,0.0555,6.2894,2.4381,80.0,24.0
3067,3105.0,0.126906074,0.126018558,3.4751,9.4084,3.0211,81.0,23.0
3068,3106.0,0.157041185,0.156686548,0.013000000000000001,10.4029,19.1262,98.0,29.0
3069,3107.0,0.22839437,0.23006982899999998,43.3034,28.6324,24.1239,105.0,38.0
3070,3108.0,0.264200889,0.266639428,25.8687,23.4837,44.1899,125.0,39.0
3071,3109.0,0.192024296,0.19083661100000002,0.4551,0.2192,21.104,107.0,30.0
3072,3110.0,0.102811852,0.09421783,0.4504,0.0,11.4777,41.0,11.0
3073,3111.0,0.101711704,0.086739436,1.2051,0.0,2.3533,63.0,15.0
3075,3113.0,0.17373748100000003,0.173009743,3.5210000000000004,2.1202,4.1751,132.0,35.0
3077,3115.0,0.142760889,0.14349162099999999,4.3789,0.564,0.0,71.0,20.0
3079,3117.0,0.19239229600000002,0.192650424,3.636,44.73,3.4512,95.0,27.0
3080,3118.0,0.142561185,0.142898213,1.0525,20.3703,1.3094,91.0,26.0
3081,3119.0,0.12614637,0.127221049,0.1465,17.6433,10.4291,100.0,25.0
3082,3120.0,0.09417511099999999,0.09487192300000001,0.0689,5.7656,0.0026,87.0,24.0
3083,3121.0,0.102479704,0.10278395300000001,1.2235,5.5234,0.9192,76.0,20.0
3084,3122.0,0.12924000000000002,0.12989922199999998,26.3857,6.3845,2.818,72.0,22.0
3085,3123.0,0.173772444,0.174927682,31.4311,27.6747,17.2257,91.0,31.0
3086,3124.0,0.1944,0.195000543,3.0884,38.0376,33.728,97.0,35.0
3087,3125.0,0.207364148,0.208138369,32.3685,33.6412,6.6649,105.0,33.0
3088,3126.0,0.216564148,0.217485103,21.1958,21.6336,9.0619,113.0,35.0
3090,3128.0,0.089839407,0.083800051,0.4498,0.0,4.8495,39.0,12.0
